id,combined_analyzed_json,preferredExperience_analyzed_json
211828,"[""devops"", ""aws"", ""controltower"", ""eks"", ""argocd"", ""github"", ""actions"", ""ci"", ""cd"", ""msa"", ""api"", ""gateway"", ""service"", ""mesh"", ""datadog"", ""sre"", ""best"", ""practice"", ""cka"", ""go"", ""java"", ""python"", ""typescript"", ""built"", ""in"", ""quality""]","[""aws"", ""cdk"", ""terraform"", ""cloudformation"", ""iac"", ""kubernetes"", ""helm"", ""chart"", ""kustomize"", ""istio"", ""servicemesh"", ""sql"", ""nosql"", ""msa"", ""observability"", ""metric"", ""logging"", ""tracing"", ""apm"", ""datadog""]"
252591,"[""http"", ""t"", ""ooldi.com"", ""agile""]","[""ui"", ""ux"", ""canvas"", ""svg"", ""figma"", ""jira"", ""confleunce""]"
247305,"[""api"", ""typescript"", ""rdbms"", ""nosql"", ""aws"", ""linux""]","[""msa""]"
259401,"[""android"", ""kotlin"", ""java"", ""app"", ""jetpack"", ""compose""]","[""ui"", ""ux"", ""customview""]"
231232,"[""ddd"", ""eda"", ""rdb"", ""no"", ""sql"", ""rest"", ""api"", ""data"", ""intensive"", ""java"", ""kotlin"", ""mysql"", ""spring"", ""boot"", ""kafka"", ""pm""]","[""aws"", ""cloud"", ""native"", ""elasticsearch"", ""redis"", ""serverless"", ""msa"", ""datadog""]"
258760,"[""api"", ""node.js"", ""nestjs"", ""next.js"", ""typescript"", ""mysql""]","[""api"", ""aws"", ""devops""]"
248518,"[""wemix"", ""play"", ""app"", ""wallet"", ""android"", ""native"", ""kotlin"", ""jetpack"", ""compose""]","[""android"", ""ui"", ""coroutine"", ""mvvm"", ""architecture"", ""pattern"", ""agile"", ""scrum""]"
221374,"[""language"", ""javascript"", ""typescript"", ""python"", ""frameworks"", ""react.js"", ""next.js"", ""fastapi"", ""tools"", ""react query"", ""webpack"", ""nx"", ""docker"", ""vercel"", ""ai"", ""sdk"", ""keywords"", ""db"", ""mysql"", ""postgressql"", ""supabase"", ""redis"", ""infra"", ""aws"", ""ec"", ""elb"", ""asg"", ""api"", ""gateway"", ""rds"", ""lambda"", ""ms"", ""azure"", ""openai"", ""google"", ""cloud"", ""end"", ""to"", ""po"", ""llm"", ""ui"", ""ci"", ""cd"", ""poc"", ""proof"", ""of"", ""concept"", ""rest""]","[""aws"", ""ec"", ""elb"", ""asg"", ""api"", ""gateway"", ""rds"", ""lambda"", ""monorepo"", ""next.js"", ""javascript"", ""sdk"", ""llm""]"
249473,"[""react"", ""native"", ""ui"", ""ux""]",[]
244761,"[""e.g."", ""lean"", ""microservice"", ""aws"", ""python"", ""web"", ""framework"", ""django"", ""fastapi"", ""application"", ""rdbms"", ""transaction"", ""rest"", ""api""]","[""microservice"", ""full"", ""stack"", ""react"", ""vue.js"", ""angular""]"
211687,"[""it"", ""application"", ""architecture"", ""business"", ""architect"", ""interface"", ""api"", ""si"", ""pm"", ""linux"", ""java"", ""spring"", ""framwork"", ""oracle"", ""ms"", ""sql"", ""my"", ""dbms""]","[""it""]"
188191,"[""python"", ""tensorflow"", ""pytorch""]",[]
247999,"[""lysn"", ""bubble"", ""qa"", ""android"", ""ios"", ""api""]","[""android"", ""ios"", ""flow"", ""istqb"", ""csts"", ""s"", ""w"", ""qa""]"
249295,"[""edw"", ""api"", ""kpi"", ""dw"", ""dm"", ""sql"", ""rdbms"", ""nosql""]","[""n"", ""aws"", ""gcp"", ""hadoop"", ""hive"", ""presto"", ""spark"", ""kafka"", ""airflow"", ""nifi"", ""nol""]"
209565,"[""msa"", ""api"", ""react"", ""reactjs"", ""redux"", ""sass"", ""java"", ""spring"", ""x"", ""springboot"", ""idc"", ""aws"", ""kotlin"", ""swift"", ""oracle"", ""c"", ""mysql"", ""redis"", ""elastic"", ""search"", ""git"", ""bitbucket"", ""jira"", ""figma"", ""framework""]","[""jira"", ""confluence""]"
257808,"[""ai"", ""rag"", ""nlp"", ""ml"", ""tensorflow"", ""pytorch"", ""pandas"", ""numpy"", ""matplotlib""]",[]
249770,"[""stable"", ""diffusion"", ""ai"", ""b"", ""education"", ""experiences"", ""python"", ""tensorflow"", ""pytorch"", ""skill"", ""knowledge"", ""llm""]","[""d"", ""gen"", ""ai"", ""llm""]"
256678,"[""ai"", ""e"", ""backend"", ""product"", ""manager""]",[]
231440,"[""mnc"", ""ai"", ""qa"", ""api"", ""fastapi"", ""flask"", ""django"", ""rdbms"", ""mariadb"", ""postgresql"", ""nosql"", ""db"", ""github"", ""jira"", ""ci"", ""cd"", ""tdd"", ""cs""]","[""llm"", ""ai"", ""docker"", ""kubernetes"", ""orm"", ""sqlalchemy"", ""linux""]"
259193,"[""ai"", ""api"", ""db"", ""cloud"", ""language"", ""kotlin"", ""python"", ""go"", ""framework"", ""spring"", ""boot"", ""fastapi"", ""gin"", ""database"", ""mysql"", ""redis"", ""restful"", ""grpc"", ""infra"", ""aws"", ""ncp"", ""docker"", ""kubernetes"", ""postgresql"", ""mongodb"", ""gcp"", ""azure""]","[""dl"", ""ai"", ""ml"", ""api"", ""grpc"", ""msa"", ""ci"", ""cd"", ""devops"", ""tdd"", ""test"", ""code"", ""hippa"", ""gdpr""]"
256958,"[""ai"", ""data"", ""publisher"", ""dt"", ""ui"", ""figma"", ""intellij"", ""atlassian"", ""vue.js"", ""react"", ""css"", ""typescript"", ""html"", ""javascript"", ""git""]","[""ai"", ""big"", ""data"", ""digital"", ""twin"", ""ui"", ""ux"", ""vue"", ""material"", ""design"", ""ant"", ""system""]"
218617,"[""nft"", ""software"", ""engineering"", ""java"", ""python"", ""spring"", ""fastapi"", ""celery"", ""beat"", ""rabbitmq"", ""redis"", ""elastic"", ""stack"", ""elasticsearch"", ""go"", ""kotlin"", ""gorm"", ""goroutine"", ""k"", ""s"", ""cloudnative"", ""aws""]","[""a"", ""z"", ""github"", ""gitlab"", ""bit"", ""bucket"", ""df"", ""tower""]"
246051,"[""b"", ""c"", ""admin"", ""backend"", ""rdbms""]","[""ruby"", ""python"", ""ruby on rails"", ""django"", ""aws"", ""ci"", ""cd"", ""docker""]"
253470,"[""it"", ""life"", ""cycle"", ""endpoint"", ""network"", ""infra"", ""cloud""]","[""google"", ""workspace"", ""saas""]"
252703,"[""app"", ""android"", ""ios"", ""native""]","[""android"", ""ios""]"
251713,"[""booster"", ""fms""]","[""web"", ""app"", ""it"", ""istqb"", ""csts""]"
260404,"[""ai"", ""kive"", ""a"", ""ikive.com"", ""android"", ""ios"", ""flutter"", ""dart"", ""riverpod"", ""bloc"", ""getx"", ""jira"", ""github""]","[""app"", ""store"", ""google"", ""play"", ""android"", ""ios"", ""native"", ""flutter"", ""package"", ""drm"", ""figma"", ""it"", ""ai"", ""chatgpt"", ""midjourney"", ""cursor""]"
207870,"[""about"", ""the"", ""role"", ""vessl"", ""ai"", ""mlops"", ""api"", ""python"", ""sdk"", ""b"", ""what"", ""you"", ""will"", ""do"", ""golang"", ""kubernetes"", ""platform"", ""qualifications"", ""ml"", ""docker"", ""container"", ""orchestration"", ""aws"", ""gcp"", ""azure"", ""cloud""]","[""helpful"", ""experience"", ""not"", ""required"", ""ai"", ""infra"", ""cloud"", ""pytorch"", ""tensorrt"", ""cuda"", ""vertexai"", ""sagemaker"", ""kubeflow""]"
203740,"[""db"", ""api"", ""aws"", ""node"", ""flutter"", ""getx""]","[""o"", ""tdd"", ""ai""]"
236729,"[""clo"", ""marvelousdesigner"", ""qt"", ""framework"", ""windows"", ""mac"", ""cross"", ""platform"", ""ui"", ""api"", ""sdk"", ""unity"", ""unreal"", ""c"", ""c++""]","[""opengl"", ""glsl"", ""webgl"", ""graphics"", ""application"", ""qt"", ""opencl"", ""cuda"", ""gpu"", ""vulkan"", ""metal"", ""webgpu"", ""unreal"", ""unity"", ""clo""]"
250399,"[""ai"", ""gpu"", ""llm"", ""troubleshooting"", ""python"", ""pytorch"", ""github""]","[""automated"", ""essay"", ""scoring"", ""llm"", ""pre"", ""training"", ""fine"", ""tuning"", ""rlhf""]"
225903,"[""cp"", ""sat"", ""scip"", ""cplex"", ""gurobi"", ""commercial"", ""non"", ""solver"", ""or"", ""tools"", ""pyomo"", ""jump"", ""optimiz"", ""ation.jl"", ""sql"", ""python"", ""r"", ""julia""]","[""decomposition"", ""methods"", ""domain"", ""specific"", ""large"", ""scale"", ""np"", ""hard""]"
254772,"[""design"", ""and"", ""develop"", ""ios"", ""mobile"", ""apps"", ""for"", ""applian"", ""ces."", ""ensure"", ""software"", ""development"", ""process"", ""is"", ""followed"", ""appropriate"", ""documentation"", ""produ"", ""ced."", ""work"", ""in"", ""a"", ""cross"", ""functional"", ""team"", ""to"", ""architect"", ""full"", ""end"", ""smart"", ""appliance"", ""solutions"", ""meet"", ""program"", ""delivery"", ""commitm"", ""ent."", ""improve"", ""maintain"", ""already"", ""released"", ""the"", ""m"", ""arket."", ""build"", ""strong"", ""testing"", ""infrastructure"", ""maximize"", ""reliabil"", ""ity."", ""closely"", ""with"", ""platform"", ""leaders"", ""product"", ""line"", ""teams"", ""industrial"", ""designers"", ""web"", ""define"", ""new"", ""feature"", ""rich"", ""applica"", ""tions."", ""manage"", ""outputs"", ""of"", ""rd"", ""party"", ""developm"", ""investigate"", ""technology"", ""poc"", ""proof"", ""concept"", ""innovative"", ""it"", ""ems."", ""generate"", ""ip"", ""minimum"", ""qualifications"", ""b.s."", ""degree"", ""electrical"", ""computer"", ""or"", ""engineering"", ""equivalent"", ""years"", ""application"", ""experience"", ""knowledge"", ""apple"", ""operating"", ""system"", ""fundamentals"", ""understanding"", ""s"", ""principles"", ""interface"", ""guidelines"", ""proficient"", ""objective"", ""c"", ""swift"", ""flutter"", ""familiarity"", ""restful"", ""apis"", ""websocket"", ""ux"", ""ui"", ""using"", ""figma"", ""deep"", ""patterns"", ""architecture"", ""mvvm"", ""mvp"", ""clean"", ""formal"", ""such"", ""as"", ""agile"", ""knowledgeable"", ""theory"", ""use"", ""test"", ""driven"", ""tdd"", ""ticket"", ""based"", ""project"", ""maintenance"", ""platforms"", ""github"", ""zenhub"", ""collaboration"", ""git"", ""flow"", ""continuous"", ""integration"", ""open"", ""mindedness"", ""technologies"", ""trends"", ""reactive"", ""programming"", ""stage"", ""management"", ""bloc"", ""excellent"", ""communication"", ""skills"", ""both"", ""verbal"", ""written"", ""korean"", ""english"", ""working"", ""conditions"", ""are"", ""normal"", ""an"", ""office"", ""environm"", ""travel"", ""required"", ""international"", ""customer"", ""sites"", ""plants"", ""etc.""]","[""preferred"", ""qualifications"", ""knowledge"", ""of"", ""google"", ""flutter"", ""application"", ""development"", ""responsive"", ""app"", ""design"", ""principles"", ""strong"", ""project"", ""planning"", ""and"", ""leadership"", ""skills"", ""experience"", ""excellent"", ""analytical"", ""ability"", ""to"", ""work"", ""in"", ""a"", ""team"", ""oriented"", ""environment"", ""working"", ""with"", ""global"", ""software"", ""using"", ""simulators"", ""analysis"", ""tools"", ""automation"", ""testing""]"
257562,"[""unity"", ""ui"", ""c++"", ""c#""]","[""ai"", ""xr"", ""ar"", ""vr""]"
138923,"[""flutter"", ""ios"", ""android"", ""native"", ""plugin"", ""crash"", ""monitoring"", ""restful"", ""api"", ""websocket""]","[""rx"", ""react native"", ""unity"", ""d"", ""ui"", ""intensive"", ""cryptography"", ""pki"", ""open"", ""source"", ""ci"", ""cd""]"
231720,"[""llm"", ""ml"", ""nlp"", ""ai"", ""mrc"", ""prototype"", ""rpa"", ""rdb"", ""nosql"", ""api"", ""transformer"", ""encoder"", ""python"", ""torch""]","[""nlp"", ""python"", ""django"", ""flask"", ""fastapi"", ""triton"", ""vllm"", ""docker"", ""kubernetes""]"
254698,"[""kotlin"", ""msa"", ""aws"", ""java"", ""jvm""]","[""kotlin"", ""devops"", ""ci"", ""cd""]"
167259,"[""tb"", ""api"", ""soar"", ""rest"", ""cep"", ""git"", ""topik""]","[""domain"", ""knowledge"", ""siem"", ""acm"", ""icpc"", ""ps"", ""sql"", ""osgi"", ""maven"", ""jenkins"", ""jvm"", ""gc"", ""rfc"", ""websocket"", ""snmp"", ""netflow"", ""ipfix""]"
120365,"[""m"", ""a"", ""graphql"", ""api"", ""ux"", ""ui"", ""typescript"", ""react"", ""vue.js"", ""angular""]","[""react native"", ""flutter"", ""ui"", ""ux"", ""figma"", ""sketch""]"
258774,"[""kubernetes"", ""aws"", ""cloud"", ""devops""]","[""web"", ""cissp"", ""cism"", ""ceh"", ""isms"", ""p"", ""devsecops"", ""secops""]"
258098,"[""react native"", ""crm"", ""shopify"", ""theme"", ""liquid"", ""javascript"", ""node.js"", ""postgresql"", ""typescript""]","[""shopify"", ""rest"", ""api"", ""cloud"", ""functions"", ""firebase"", ""supabase"", ""hasura"", ""redis"", ""pub"", ""sub"", ""bullmq"", ""rabbitmq""]"
252955,"[""python"", ""rest"", ""api"", ""mongodb"", ""postgresql"", ""backend"", ""restful"", ""git"", ""thread""]","[""db"", ""sql"", ""influxdb"", ""mongodb"", ""elasticsearch"", ""docker"", ""api""]"
258647,"[""b"", ""wms"", ""warehouse"", ""management"", ""system"", ""web"", ""pda"", ""edi"", ""nestjs"", ""rest"", ""api"", ""scraping"", ""crawling"", ""pc"", ""mobile"", ""react"", ""next"", ""ssr"", ""csr"", ""postgresql"", ""sql"", ""pl""]","[""c#"", ""python"", ""open"", ""source"", ""ci"", ""cd""]"
228927,"[""colo"", ""slack"", ""confluence"", ""google"", ""workspace"", ""reactjs"", ""html"", ""css"", ""javascript"", ""react"", ""nextjs"", ""typescript"", ""storybook"", ""emotion"", ""jquery"", ""jsp""]","[""opencloud"", ""git"", ""typescript""]"
248957,"[""api"", ""java"", ""python"", ""node.js"", ""sql"", ""restful""]","[""aws"", ""azure"", ""devops"", ""ci"", ""cd""]"
252406,"[""react"", ""next.js"", ""typescript"", ""react.js"", ""javascript"", ""html"", ""css"", ""restful"", ""api"", ""git"", ""sw""]","[""jira"", ""confluence"", ""git"", ""code"", ""review"", ""java"", ""spring"", ""boot"", ""b"", ""e""]"
239915,"[""amhs"", ""react"", ""node.js"", ""next.js"", ""db""]","[""ui"", ""webgl"", ""three.js"", ""component""]"
246218,"[""mvp"", ""nbt"", ""ad"", ""ssp"", ""dsp"", ""exchange"", ""es"", ""javascript"", ""typescript"", ""html"", ""scss"", ""api"", ""restful""]","[""adtech"", ""react"", ""vue"", ""spa""]"
184119,"[""frontend"", ""engineer"", ""squad"", ""po"", ""ux"", ""k"", ""pop"", ""react"", ""vue"", ""spa"", ""vue.js"", ""react.js"", ""flutter"", ""kubernetes""]","[""a"", ""b"", ""ui"", ""ux""]"
119078,"[""e"", ""commerce"", ""kafka"", ""redis"", ""rest"", ""api"", ""rd"", ""party"", ""restful"", ""tech"", ""stack"", ""spring"", ""boot"", ""git"", ""db"", ""sql""]","[""redis"", ""rabbitmq"", ""msa"", ""rdb"", ""nosql"", ""aws"", ""google"", ""cloud"", ""ec"", ""s"", ""rds"", ""cloudwatch"", ""route"", ""elb"", ""lambda"", ""api"", ""gateway""]"
230929,"[""react"", ""spa"", ""http"", ""html"", ""css""]","[""nextjs"", ""aws"", ""cloud"", ""native"", ""typescript""]"
256355,"[""react.js"", ""api"", ""javascript"", ""html"", ""css"", ""restful"", ""git""]","[""typescript"", ""mobx"", ""webpack"", ""flutter"", ""react native"", ""jest"", ""pre"", ""test"", ""notion"", ""pdf""]"
257410,"[""qa"", ""manager"", ""playwright"", ""javascript"", ""it""]",[]
260179,"[""qa"", ""moblie"", ""platform"", ""api"", ""postman"", ""frontend"", ""appium"", ""scrum"", ""kanban"", ""waterfall""]","[""jira"", ""aws"", ""gcp"", ""java"", ""kotlin"", ""spring"", ""boot""]"
256476,"[""rest"", ""api""]","[""python"", ""fastapi"", ""restful"", ""api"", ""mysql"", ""postgresql"", ""oauth"", ""jwt"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes""]"
210740,"[""pdf"", ""excel"", ""spring"", ""boot"", ""jpa"", ""pg"", ""react.js"", ""ux""]","[""java""]"
250137,"[""vllo"", ""weilo"", ""hadoop"", ""spark"", ""api"", ""cloud"", ""server"", ""aws"", ""azure"", ""oop"", ""solid""]","[""ux"", ""ui""]"
257885,"[""dot"", ""sdl"", ""backend"", ""pricing"", ""planning"", ""dispatching"", ""routing"", ""ai"", ""api"", ""b"", ""java"", ""kotlin"", ""spring"", ""boot"", ""aws"", ""k"", ""s"", ""sql"", ""nosql"", ""redis"", ""kafka"", ""elk"", ""git"", ""jira"", ""ci"", ""cd""]","[""b"", ""c"", ""sw"", ""sdk"", ""api"", ""saas"", ""software"", ""as"", ""a"", ""service"", ""paas"", ""platform"", ""llm"", ""chatbot""]"
257702,"[""mobile"", ""app"", ""admin"", ""react native"", ""front"", ""backend"", ""typescript"", ""javascript"", ""linux""]","[""front"", ""end"", ""react native"", ""python"", ""php"", ""back"", ""node.js"", ""rest"", ""api"", ""db"", ""aws"", ""full"", ""cycle"", ""java"", ""swift"", ""colton"", ""objective"", ""c"", ""mvvm"", ""clean"", ""architecture""]"
253671,"[""rdb"", ""django"", ""rest"", ""framework"", ""drf"", ""yasg"", ""spectacular"", ""api"", ""github"", ""bitbucket"", ""git"", ""kanban"", ""board"", ""issue""]",[]
178484,"[""ci"", ""cd"", ""kubernetes"", ""istio"", ""jenkins"", ""argo"", ""prometheus"", ""terraform"", ""kafka"", ""redis"", ""msa"", ""intellij"", ""bitbucket"", ""confluence"", ""jira"", ""git"", ""public"", ""private"", ""cloud"", ""openstack"", ""docker""]","[""terraform"", ""ansible"", ""iac"", ""istio"", ""service"", ""mesh""]"
256890,"[""sdk"", ""qa"", ""back"", ""end"", ""api"", ""swift"", ""ios"", ""mvp"", ""mvvm"", ""async"", ""await"", ""rxswift"", ""ui""]","[""sdk"", ""ios"", ""app"", ""framework"", ""library"", ""tuist"", ""swift"", ""package"", ""manager"", ""unit"", ""test"", ""ui"", ""clean"", ""architecture""]"
216813,"[""java"", ""mysql"", ""maria"", ""db"", ""spring"", ""jpa"", ""hibernate"", ""javascript"", ""jquery"", ""html"", ""css"", ""restfull"", ""intellij"", ""git""]","[""websocket"", ""ubuntu"", ""msa"", ""mq"", ""kafka""]"
208770,"[""restful"", ""api"", ""scalable"", ""html"", ""css"", ""javascript"", ""go"", ""java"", ""node.js"", ""aws"", ""gcp"", ""zendesk"", ""jira"", ""github""]","[""api"", ""ios"", ""android""]"
88904,"[""back"", ""end"", ""python"", ""django"", ""rest"", ""framework"", ""mysql"", ""postgres"", ""rdbms""]","[""github"", ""php"", ""python""]"
259455,"[""aws"", ""isms"", ""b"", ""c""]","[""isms"", ""docker"", ""kubernetes""]"
240617,"[""node.js"", ""hono"", ""next.js"", ""monorepo""]","[""node.js"", ""ddd"", ""node"", ""bun"", ""honojs"", ""hexagonal"", ""architecture""]"
246427,"[""ontol"", ""aws"", ""node.js"", ""api"", ""rdb"", ""sql"", ""orm"", ""docker"", ""git""]","[""follow"", ""es"", ""node.js"", ""vpc"", ""ecs"", ""lambda"", ""aws"", ""jenkins"", ""mono"", ""repo"", ""ci"", ""cd"", ""typescript"", ""nest.js"", ""graphql""]"
195295,"[""db"", ""api"", ""nexacro"", ""platform"", ""java"", ""springboot"", ""restful"", ""mybatis"", ""mysql""]","[""swagger"", ""junit"", ""nexacro"", ""platform"", ""intellij"", ""gitlab"", ""pipeline"", ""devops"", ""r"", ""d""]"
228065,"[""react"", ""native"", ""typescript"", ""circle ci"", ""github"", ""github action"", ""jest"", ""app"", ""squad"", ""app."", ""chapter"", ""os"", ""ios"", ""android"", ""design"", ""system"", ""dx"", ""ux"", ""tf"", ""javascript"", ""git""]","[""app."", ""ios"", ""android"", ""native"", ""b"", ""react"", ""app"", ""mobile"", ""chapter"", ""squad"", ""repository""]"
194430,"[""angular"", ""react"", ""monorepo"", ""next.js"", ""html"", ""css"", ""typescript"", ""javascript"", ""es""]","[""angular"", ""flux"", ""next.js"", ""ssr"", ""ssg"", ""isr"", ""webview"", ""bridge"", ""interface"", ""unit"", ""e"", ""docker"", ""kubernetes""]"
228957,"[""wepublic"", ""html"", ""css"", ""javascript"", ""react"", ""vue"", ""angular""]","[""typescript"", ""webpack"", ""babel"", ""jest"", ""eslint"", ""nuxt.js"", ""next.js"", ""ssr"", ""webgl""]"
106479,"[""api"", ""bigquery"", ""kafka"", ""change"", ""data"", ""capture"", ""python"", ""redshift"", ""snowflake"", ""warehouse"", ""platform"", ""producer"", ""consumer"", ""airflow"", ""dag""]","[""mlops"", ""ai""]"
247010,"[""java"", ""kotlin"", ""spring"", ""boot"", ""test"", ""driven"", ""development""]","[""aws"", ""cloud"", ""microservice"", ""architecture""]"
245840,"[""android"", ""kotlin"", ""jetpack"", ""compose"", ""rest"", ""api"", ""di"", ""koin"", ""dagger"", ""hilt""]","[""ios"", ""po"", ""mvvm"", ""mvi"", ""slack"", ""figma"", ""ci"", ""cd"", ""android"", ""kotlin"", ""compose"", ""xml"", ""livedata"", ""coroutine"", ""flow"", ""clean"", ""architecture"", ""multi"", ""module"", ""retrofit"", ""okhttp"", ""hilt"", ""github"", ""junit"", ""mockk""]"
255024,"[""weekly"", ""daily"", ""solution"", ""nestjs"", ""typescript"", ""postgresql"", ""rdbms"", ""orm""]","[""ci"", ""cd"", ""e"", ""commerce""]"
253162,"[""unity"", ""platform"", ""sdk"", ""c#"", ""c++""]","[""platform"", ""service"", ""pc"", ""mobile"", ""console""]"
251905,"[""ios"", ""swift"", ""cocoa"", ""touch"", ""restful"", ""api"", ""git""]","[""socket"", ""rxswift"", ""instruments"", ""github"", ""gitlab"", ""bit"", ""bucket"", ""df"", ""tower""]"
251963,"[""rest"", ""api"", ""typescript"", ""nodejs"", ""backend"", ""rdbms"", ""aws"", ""solidity"", ""smartcontract""]","[""defi"", ""web"", ""backend""]"
260774,"[""digital"", ""factory"", ""mos"", ""spc"", ""fdc"", ""qms"", ""rms"", ""delivery"", ""compliant"", ""lcd"", ""on"", ""premise"", ""iaas"", ""paas"", ""saas""]","[""back"", ""end"", ""spring"", ""boot"", ""java"", ""oracle"", ""front"", ""vue"", ""js""]"
252506,"[""test"", ""case"", ""qa"", ""pc""]","[""pm"", ""meditation"", ""mindfulness""]"
237481,"[""msa"", ""java"", ""kotlin"", ""jpa"", ""querydsl"", ""jdsl"", ""springboot"", ""aws""]","[""kafka"", ""msa"", ""rest"", ""grpc""]"
256345,"[""app"", ""android"", ""kotlin"", ""java"", ""ui"", ""ux"", ""mvp"", ""mvvm"", ""di"", ""dagger"", ""hilt"", ""koin"", ""jetpack"", ""viewmodel"", ""livedata"", ""room"", ""navigation"", ""component"", ""paging"", ""databinding"", ""retrofit"", ""glide"", ""lottie"", ""http"", ""https"", ""restful"", ""api""]","[""web"", ""socket"", ""reactive"", ""ci"", ""cd""]"
260822,"[""mosaic"", ""react"", ""next.js"", ""typescript"", ""fastapi"", ""ui"", ""ux"", ""full"", ""stack"", ""api""]","[""e.g."", ""chart.js"", ""d"", ""js"", ""websocket"", ""grpc"", ""jest"", ""cypress"", ""restful"", ""api"", ""postgresql"", ""mysql""]"
258758,"[""node.js"", ""nestjs"", ""next.js"", ""typescript"", ""mysql"", ""react"", ""react native""]","[""aws""]"
248871,"[""crm"", ""mnet"", ""plus"", ""funnel"", ""a"", ""b"", ""segment"", ""db""]","[""global"", ""business"", ""contents"", ""kpop"", ""entertainment"", ""industry"", ""knowledge"", ""resource"", ""impact"", ""stage"", ""role"", ""formation""]"
256857,"[""maccaron"", ""etl"", ""python"", ""sql"", ""ai"", ""chatcpt""]","[""jupyter"", ""superset"", ""business"", ""intelligence"", ""aws""]"
75323,"[""back"", ""end"", ""engineer"", ""one"", ""team"", ""node.js"", ""java"", ""go"", ""nest.js"", ""spring"", ""framework"", ""rest"", ""api"", ""graphql"", ""protocol"", ""buffer"", ""rdb"", ""nosql"", ""db"", ""infra"", ""cs"", ""data""]","[""msa""]"
259551,"[""aos"", ""sdk"", ""ai"", ""ar"", ""ui"", ""api"", ""restful"", ""java"", ""kotlin""]","[""c++"", ""opencv"", ""opengl""]"
244755,"[""ml"", ""ai"", ""api"", ""sql"", ""python""]","[""information"", ""retrieval"", ""aws"", ""gcp"", ""ml""]"
260319,"[""react native"", ""flutter"", ""html"", ""css"", ""js"", ""rest"", ""api"", ""aws""]","[""react"", ""java"", ""spring"", ""php""]"
229639,"[""e"", ""commerce"", ""platform"", ""service"", ""scm"", ""traffic"", ""architecture"", ""back"", ""end"", ""application"", ""java"", ""kotlin"", ""spring"", ""framework"", ""jpa"", ""hibernate"", ""orm""]","[""e"", ""commerce"", ""back"", ""end"", ""scm"", ""wms"", ""oms"", ""message"", ""streaming"", ""kafka"", ""rabbitmq"", ""nosql"", ""redis"", ""mongodb"", ""aws"", ""azure"", ""msa""]"
258864,"[""http"", ""restful"", ""api"", ""ci"", ""cd"", ""chatgpt"", ""ai"", ""nosql"", ""nodejs"", ""mongodb"", ""s"", ""ocket.io""]","[""redis"", ""kafka"", ""elasticsearch"", ""aws"", ""gcp"", ""azure"", ""etc"", ""git"", ""jenkins"", ""docker"", ""engineer"", ""typescript"", ""db"", ""nestjs""]"
241921,"[""frontend"", ""engineer"", ""po"", ""backend"", ""data"", ""analyst"", ""kpi"", ""a"", ""b"", ""sql"", ""python"", ""react"", ""native"", ""java"", ""kotlin"", ""spring"", ""api"", ""rdb"", ""pandas"", ""numpy"", ""matplotlib""]","[""frontend"", ""engineer"", ""backend"", ""cloud"", ""infra"", ""data"", ""analyst"", ""a"", ""b"", ""bi"", ""tableau"", ""looker"", ""redash""]"
244458,"[""ui"", ""ux"", ""html"", ""css"", ""js"", ""react"", ""next.js"", ""javascript"", ""rest"", ""api"", ""socket"", ""jira"", ""confluence"", ""task"", ""issue""]","[""chart.js"", ""prochart"", ""tv"", ""lightweight"", ""chart"", ""ci"", ""cd"", ""git"", ""action""]"
78227,"[""react"", ""typescript"", ""javascript"", ""html"", ""css"", ""angular"", ""sass"", ""webpack"", ""npm"", ""git"", ""docker""]","[""ui"", ""ux""]"
244162,"[""sns"", ""api"", ""vod"", ""app"", ""web"", ""tech"", ""stack"", ""java"", ""kotlin"", ""gradle"", ""spring"", ""boot"", ""mybatis"", ""jpa"", ""mysql"", ""redis"", ""git"", ""jenkins"", ""aws"", ""docker"", ""swarm"", ""kubernetes"", ""rdbms"", ""db"", ""sql""]","[""docker"", ""swarm"", ""kubernetes"", ""java"", ""spring""]"
242171,"[""android"", ""sdk"", ""web"", ""backend"", ""pm"", ""clean"", ""architecture"", ""app"", ""rest"", ""api"", ""pg"", ""os"", ""serial""]","[""compose"", ""app"", ""java"", ""kotlin"", ""flutter"", ""dart""]"
199372,"[""flutter"", ""ios"", ""android"", ""agile""]","[""ui"", ""ux""]"
250487,"[""tmap"", ""product"", ""backend"", ""java"", ""kotlin"", ""spring"", ""framework"", ""rdbms"", ""postgresql"", ""nosql"", ""db""]","[""c++"", ""opengles"", ""python"", ""gdal"", ""lbs"", ""gis"", ""api"", ""aws""]"
149981,"[""wonderwall"", ""fromm"", ""nodejs"", ""es"", ""database"", ""rdbms"", ""mysql"", ""rest"", ""api"", ""git"", ""flow""]","[""typescript"", ""aws"", ""ecs"", ""apigateway"", ""lambda"", ""rds"", ""s""]"
255596,"[""concept"", ""design"", ""develop"", ""test"", ""release"", ""code"", ""review"", ""best"", ""coding"", ""practice"", ""android"", ""ios"", ""mvvm"", ""mvp"", ""coroutine"", ""rxjava"", ""google"", ""play""]","[""junit"", ""robolectric"", ""mockk"", ""espresso"", ""ios"", ""android""]"
