id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools
243354,없음,없음,['React'],['React'],없음,없음,['AWS'],없음
92592,"['Kotlin', 'Python', 'Java']",['Python'],"['Django', 'Spring']","['Django', 'Flask']",없음,없음,"['Docker', 'AWS']","['Docker', 'Kubernetes']"
259157,없음,없음,없음,없음,없음,없음,없음,없음
259323,없음,없음,['React'],없음,없음,없음,['Git'],없음
241717,['Java'],"['Python', 'Java']",['Spring'],없음,없음,없음,"['AWS', 'PostgreSQL', 'Git']","['Docker', 'AWS']"
165762,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['Docker', 'Redis', 'Git', 'AWS', 'MySQL', 'Slack', 'Grafana']",없음
258464,"['Python', 'Java']",['Python'],없음,"['Vue.js', 'Angular', 'React']",없음,없음,"['GCP', 'Azure', 'AWS']",['Terraform']
246644,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",['PyTorch'],없음,"['GCP', 'Azure', 'AWS']"
255883,['TypeScript'],없음,['React'],없음,없음,없음,['AWS'],없음
259019,없음,없음,없음,없음,없음,없음,없음,없음
259254,['JavaScript'],없음,['React'],없음,없음,없음,"['AWS', 'PostgreSQL', 'MySQL']",['Docker']
260182,"['JavaScript', 'TypeScript']",없음,"['Angular', 'React']",없음,없음,없음,"['AWS', 'Slack', 'Git']",없음
232735,없음,없음,['React'],없음,없음,없음,없음,없음
259925,없음,없음,없음,없음,없음,없음,['AWS'],['AWS']
236489,['Kotlin'],없음,['Spring'],['Spring'],['gRPC'],없음,"['Jenkins', 'Redis', 'AWS', 'MySQL', 'Terraform', 'Kubernetes']","['Jenkins', 'AWS', 'Kubernetes']"
254430,['Java'],['Python'],없음,없음,없음,없음,없음,"['AWS', 'Redis', 'MySQL']"
259252,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],['ElasticSearch']
165182,없음,없음,['React'],없음,없음,없음,없음,없음
256422,없음,없음,없음,없음,없음,없음,['JIRA'],['Postman']
75911,없음,없음,"['Spring', 'React']",없음,없음,없음,없음,없음
259087,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
239334,"['Kotlin', 'Python', 'Java']",없음,"['Spark', 'Flask']",없음,없음,없음,"['Elasticsearch', 'Docker', 'Redis', 'AWS', 'Kubernetes', 'MongoDB']",없음
251255,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,"['Slack', 'Git']"
244932,['Java'],없음,없음,없음,없음,없음,없음,없음
260564,없음,없음,없음,없음,없음,없음,없음,없음
257180,['Java'],없음,['Spring'],없음,없음,없음,['Git'],['AWS']
225169,없음,['TypeScript'],없음,없음,없음,없음,"['Docker', 'AWS', 'Kubernetes']","['AWS', 'PostgreSQL']"
253526,['Java'],없음,['Spring Boot'],없음,없음,없음,['MySQL'],없음
260928,['Java'],없음,['Spring Boot'],없음,없음,없음,"['AWS', 'Redis', 'Git']","['JIRA', 'Git']"
255656,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['AWS', 'MySQL', 'MongoDB', 'Git']",없음
234915,['Java'],없음,없음,없음,없음,없음,"['AWS', 'Git']",['ElasticSearch']
81841,없음,없음,없음,없음,없음,없음,없음,없음
260435,['Java'],없음,['Spring'],없음,없음,없음,없음,"['AWS', 'Kubernetes', 'Redis', 'MongoDB']"
217320,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['AWS', 'Redis']",없음
256259,['JavaScript'],없음,없음,없음,없음,없음,['Git'],없음
255468,"['JavaScript', 'TypeScript']",없음,['React'],['Flutter'],없음,없음,['Git'],없음
259261,없음,없음,['React'],['React'],없음,없음,없음,없음
254435,없음,없음,['Express'],"['Angular', 'React']",없음,없음,"['AWS', 'Git']","['AWS', 'Slack']"
258393,['Java'],없음,['Spring Boot'],없음,없음,없음,['AWS'],없음
257972,"['Kotlin', 'R', 'Java']",없음,"['Spring', 'Spring Boot', 'React']",없음,없음,없음,"['Docker', 'Jenkins', 'AWS', 'MySQL', 'PostgreSQL', 'Slack']",['AWS']
258388,없음,없음,없음,없음,없음,없음,없음,없음
257715,['Kotlin'],없음,['Spring'],없음,['gRPC'],['gRPC'],['AWS'],['Docker']
222089,없음,없음,없음,['Vue.js'],없음,없음,없음,없음
260264,['TypeScript'],"['Python', 'Java']","['Vue.js', 'React']",없음,없음,없음,없음,없음
230484,['JavaScript'],없음,"['Angular', 'React']",없음,없음,없음,없음,없음
164215,"['Python', 'Java']",없음,['Spring Boot'],없음,없음,없음,"['Docker', 'AWS']",없음
256687,없음,없음,['Spring'],없음,없음,없음,"['Docker', 'MySQL', 'PostgreSQL']",['AWS']
234032,"['Python', 'Java']",없음,없음,없음,없음,['Pandas'],없음,없음
239276,['Java'],없음,['Spring Boot'],없음,없음,없음,['MySQL'],"['GCP', 'AWS']"
256875,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,없음,"['Jenkins', 'Docker', 'AWS', 'Redis']"
249123,['Java'],없음,없음,없음,없음,없음,없음,['AWS']
232075,"['Kotlin', 'R']",없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['Elasticsearch', 'Docker', 'Redis', 'Jenkins', 'AWS', 'MySQL', 'MongoDB']",['Elasticsearch']
252414,없음,없음,없음,없음,없음,없음,"['Docker', 'Redis', 'AWS', 'MySQL', 'Kubernetes']",없음
258971,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['Jenkins', 'Elasticsearch', 'Redis']",없음
245705,['Python'],없음,없음,없음,['PyTorch'],없음,없음,"['Docker', 'Git', 'AWS', 'Azure', 'GCP']"
252404,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,없음
211925,없음,없음,['React'],['Spring'],없음,없음,없음,없음
258496,없음,없음,없음,없음,없음,없음,없음,없음
244778,없음,['Java'],없음,"['Angular', 'Spring', 'React']",없음,없음,없음,없음
250879,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,"['MySQL', 'PostgreSQL']",['AWS']
198858,['Java'],없음,없음,없음,없음,없음,없음,없음
259385,['Java'],없음,"['Flutter', 'Spring']",없음,없음,없음,"['AWS', 'MySQL']",없음
91665,없음,없음,['Spring Boot'],없음,없음,없음,"['AWS', 'MySQL']",없음
261397,['TypeScript'],없음,없음,없음,없음,없음,없음,없음
256483,없음,없음,없음,없음,없음,없음,없음,없음
257169,없음,없음,없음,없음,없음,없음,['Slack'],없음
260703,['JavaScript'],"['JavaScript', 'TypeScript']",['React'],없음,없음,없음,없음,없음
243840,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],없음
193258,"['Kotlin', 'Java']",['PHP'],없음,없음,없음,없음,"['Docker', 'Kubernetes', 'Git']","['GCP', 'Azure', 'AWS']"
257174,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,"['ElasticSearch', 'AWS', 'Redis', 'MongoDB']"
259057,['R'],없음,없음,없음,없음,없음,['Postman'],없음
258867,['JavaScript'],['JavaScript'],['React'],없음,없음,없음,"['AWS', 'MongoDB', 'Git']",없음
246338,['Java'],없음,['Spring Boot'],없음,없음,없음,없음,없음
258579,없음,없음,없음,없음,없음,없음,없음,없음
258871,없음,없음,없음,없음,없음,없음,['Slack'],없음
126609,없음,없음,없음,없음,없음,없음,['AWS'],['AWS']
259391,"['Kotlin', 'Java']",['TypeScript'],['Spring'],없음,없음,없음,['Docker'],"['Redis', 'AWS', 'Grafana', 'Kubernetes', 'GCP', 'MongoDB']"
259293,['TypeScript'],없음,['React'],없음,없음,없음,"['PostgreSQL', 'Slack']",없음
244873,"['Kotlin', 'Java']",없음,['Spring Boot'],없음,없음,없음,['AWS'],"['Docker', 'Redis', 'AWS', 'Kubernetes', 'ElasticSearch']"
244360,['Java'],없음,['Spring Boot'],없음,없음,없음,"['AWS', 'Slack', 'MySQL', 'Git']",없음
188531,"['Go', 'Java']",['Go'],없음,없음,없음,없음,없음,없음
237158,['Java'],"['Kotlin', 'Swift', 'Java']",['Spring'],없음,없음,없음,['MySQL'],없음
260609,['Python'],['R'],없음,없음,없음,없음,['AWS'],없음
139067,"['Kotlin', 'Python']",없음,"['Django', 'Spring']",없음,없음,없음,"['AWS', 'Jenkins', 'MySQL']",없음
258233,없음,없음,['Spring Boot'],"['Django', 'Laravel', 'React']",없음,없음,"['Postman', 'Git']",없음
152424,"['Kotlin', 'Go', 'Scala']","['Kotlin', 'PHP', 'Scala']",없음,없음,없음,없음,없음,없음
256145,없음,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['ElasticSearch', 'MySQL', 'Redis']"
249531,없음,['Java'],['Spring Boot'],없음,없음,없음,"['Docker', 'AWS', 'Git']",없음
204312,없음,없음,없음,없음,없음,없음,없음,없음
254418,없음,없음,['Express'],['Express'],없음,없음,없음,없음
258698,없음,['Java'],"['Spring', 'Spring Boot']","['Spring', 'Spring Boot']",없음,없음,"['Docker', 'AWS', 'Git']",없음
237445,"['R', 'Java']",없음,['Spring'],없음,없음,없음,"['Redis', 'AWS', 'MySQL', 'Kubernetes', 'MongoDB', 'Grafana']",없음
248953,없음,없음,없음,없음,없음,없음,없음,없음
255684,['Python'],없음,없음,없음,없음,없음,없음,['Tableau']
249102,"['JavaScript', 'Python', 'Java']",['Python'],['Spring'],없음,없음,없음,없음,"['AWS', 'Azure']"
258378,없음,없음,"['Angular', 'React']",없음,없음,없음,없음,없음
257910,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,없음
258919,없음,없음,['Spring'],없음,없음,없음,없음,없음
249587,없음,없음,['React'],['React'],없음,없음,['AWS'],없음
253643,['Python'],없음,['Django'],없음,없음,없음,없음,없음
206165,['Java'],없음,"['Spring', 'Spring Boot', 'React']",없음,없음,없음,"['Jenkins', 'Redis', 'Git', 'AWS', 'MySQL']",없음
260952,없음,없음,['React'],['React'],없음,없음,없음,없음
248867,['Java'],없음,['Spring'],없음,없음,없음,없음,['AWS']
240726,없음,없음,없음,없음,없음,없음,없음,없음
195592,['Java'],없음,['Spring Boot'],없음,없음,없음,"['IntelliJ', 'Kubernetes', 'Git']","['Docker', 'Ansible', 'AWS', 'MySQL', 'Terraform', 'Kubernetes', 'GCP', 'PostgreSQL']"
245428,['JavaScript'],없음,없음,없음,없음,없음,없음,['Git']
258365,없음,없음,['React'],없음,없음,없음,없음,없음
244191,['TypeScript'],없음,없음,없음,없음,없음,없음,없음
228743,['Java'],없음,['Spring Boot'],없음,없음,없음,['AWS'],없음
30767,없음,없음,['React'],['React'],없음,없음,['Git'],없음
254137,없음,없음,없음,없음,없음,없음,없음,없음
45651,"['JavaScript', 'TypeScript']",없음,"['Angular', 'React']",없음,없음,없음,"['Docker', 'Git']",없음
160413,"['C++', 'Go', 'Java']",없음,없음,없음,없음,없음,없음,['Docker']
256181,['Java'],없음,['Spring'],없음,없음,없음,"['GCP', 'Redis', 'AWS', 'Grafana']",없음
173289,없음,['TypeScript'],['React'],없음,없음,없음,없음,['Slack']
243908,없음,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음
260884,없음,없음,없음,없음,없음,없음,['Git'],없음
206124,['TypeScript'],없음,['React'],없음,없음,없음,['AWS'],없음
255045,없음,['Python'],없음,['FastAPI'],없음,없음,없음,['AWS']
254985,['Java'],없음,['Spring Boot'],없음,없음,없음,없음,없음
258542,['JavaScript'],['JavaScript'],['React'],없음,없음,없음,"['Docker', 'AWS', 'Kubernetes', 'MongoDB']",없음
258107,['Kotlin'],없음,없음,없음,없음,없음,없음,없음
233146,없음,없음,없음,['Spring'],없음,['gRPC'],없음,"['AWS', 'Kubernetes', 'Redis']"
243023,없음,['TypeScript'],['React'],없음,없음,없음,없음,없음
227959,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,['Git'],없음
204513,없음,없음,['React'],['React'],없음,없음,없음,없음
102917,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['Redis', 'AWS', 'MySQL', 'ElasticSearch', 'Slack']",['AWS']
260888,없음,없음,없음,없음,없음,없음,없음,없음
254695,['TypeScript'],없음,['React'],없음,없음,없음,"['AWS', 'MySQL']",없음
252494,없음,없음,없음,없음,없음,없음,없음,없음
259431,['Swift'],없음,없음,없음,없음,없음,"['Slack', 'Git']",없음
198413,없음,없음,['React'],없음,없음,없음,없음,없음
258351,['Python'],없음,없음,없음,없음,없음,['Kubernetes'],"['Kubernetes', 'Git']"
204403,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,['MySQL'],없음
215761,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Kubernetes']",없음
228215,['Python'],없음,없음,없음,없음,없음,없음,['AWS']
223208,['Java'],없음,없음,없음,없음,없음,"['MySQL', 'Redis']",['Redis']
255185,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,"['Docker', 'Kubernetes']"
251780,['Python'],없음,['FastAPI'],없음,['PyTorch'],없음,없음,없음
255064,['Java'],없음,['Spring'],없음,없음,없음,없음,['AWS']
259001,없음,없음,"['Flutter', 'React']",['Flutter'],없음,없음,없음,없음
259165,없음,없음,없음,없음,없음,없음,없음,없음
260946,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure', 'Kubernetes', 'Git']",없음
242469,없음,없음,없음,없음,없음,없음,없음,없음
200354,['TypeScript'],없음,"['Vue.js', 'React']",['Vue.js'],없음,없음,['Git'],['Slack']
203326,['Java'],없음,['Spring'],없음,없음,없음,없음,없음
260451,없음,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']"
245143,없음,없음,없음,없음,없음,없음,없음,없음
256223,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['Docker', 'AWS', 'MySQL', 'Git']",['Kubernetes']
225379,['Java'],없음,['Spring'],없음,없음,없음,없음,['AWS']
259410,없음,없음,없음,없음,없음,없음,['AWS'],없음
83449,['Java'],없음,['Spring'],없음,없음,없음,없음,['AWS']
92596,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
258198,"['JavaScript', 'TypeScript']",['JavaScript'],없음,['Flutter'],없음,없음,없음,['Docker']
236450,없음,['Python'],없음,['Django'],없음,없음,없음,"['Docker', 'AWS', 'Terraform', 'Kubernetes', 'GCP', 'MongoDB']"
166771,['TypeScript'],없음,없음,없음,없음,없음,없음,없음
257773,['Kotlin'],없음,없음,없음,없음,없음,없음,없음
255168,없음,없음,없음,없음,없음,없음,없음,없음
246920,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['AWS', 'Redis', 'MySQL', 'Git']",['AWS']
230222,['JavaScript'],['TypeScript'],['React'],없음,없음,없음,"['Slack', 'Git']",없음
205591,없음,없음,['React'],없음,없음,없음,없음,없음
257777,없음,없음,없음,없음,없음,없음,없음,없음
255043,없음,없음,없음,없음,없음,없음,없음,없음
260426,['Swift'],없음,없음,없음,없음,없음,없음,없음
256964,없음,없음,['React'],없음,없음,없음,없음,없음
213427,없음,없음,없음,없음,없음,없음,없음,['AWS']
254178,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,['Git'],없음
260622,"['JavaScript', 'TypeScript']",없음,"['Angular', 'React']",없음,없음,없음,없음,없음
256490,없음,없음,['Express'],없음,없음,없음,['AWS'],없음
257300,없음,없음,없음,없음,없음,없음,없음,없음
257759,['Swift'],없음,없음,없음,없음,없음,없음,없음
256460,"['JavaScript', 'Java', 'PHP']",없음,['Spring'],['Flutter'],없음,없음,"['Docker', 'AWS', 'Jenkins']","['Docker', 'Slack', 'Jenkins']"
240216,['Python'],없음,['Django'],없음,['Pandas'],없음,"['Docker', 'Jenkins', 'Redis', 'Git', 'AWS', 'MySQL']",['Git']
228129,"['Python', 'Kotlin', 'Go', 'Java', 'C++']",없음,없음,없음,없음,없음,없음,없음
256981,['TypeScript'],없음,['React'],없음,없음,없음,"['PostgreSQL', 'Slack']",없음
258766,없음,없음,없음,없음,없음,없음,['Slack'],없음
247966,['Java'],없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Kubernetes', 'Redis']"
258028,없음,없음,없음,없음,없음,없음,"['JIRA', 'Slack']",없음
251846,['Python'],없음,없음,없음,없음,없음,없음,없음
259249,['Python'],없음,['Django'],없음,없음,없음,"['Docker', 'AWS', 'PostgreSQL']",['ElasticSearch']
259692,"['Java', 'PHP']",['TypeScript'],['Spring'],없음,없음,없음,"['Docker', 'Git']","['Slack', 'Git']"
245599,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,없음,['AWS']
212763,없음,없음,없음,없음,없음,없음,"['IntelliJ', 'Redis', 'Jenkins', 'Git', 'Terraform', 'Kubernetes']","['Docker', 'Kubernetes']"
260363,없음,없음,없음,없음,없음,없음,없음,없음
229077,"['Kotlin', 'Java', 'PHP']",없음,['Spring'],없음,없음,없음,['AWS'],없음
250066,없음,없음,없음,없음,없음,없음,"['Docker', 'Redis', 'AWS', 'MySQL', 'Kubernetes']","['Docker', 'Kubernetes', 'Redis']"
257167,없음,없음,"['Express', 'React']",없음,없음,없음,['Redis'],"['JIRA', 'AWS']"
257306,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['Docker', 'Kubernetes']","['Elasticsearch', 'AWS', 'MongoDB']"
228746,없음,없음,없음,없음,없음,없음,없음,"['GCP', 'Azure', 'AWS']"
243618,"['Kotlin', 'Python', 'Java']",없음,"['Spring', 'Flask']",없음,없음,없음,"['Redis', 'Git', 'AWS', 'MySQL', 'Grafana']",없음
255061,없음,없음,없음,없음,없음,없음,['Postman'],없음
256939,['Java'],"['JavaScript', 'Java', 'TypeScript']",['Spring'],"['Spring Boot', 'React']",없음,없음,['AWS'],['MySQL']
254654,"['JavaScript', 'TypeScript']",없음,없음,['Spark'],없음,없음,"['AWS', 'Slack', 'MySQL']","['Docker', 'AWS', 'Redis', 'MongoDB']"
254673,"['Kotlin', 'Java']",없음,없음,"['Vue.js', 'React']",없음,없음,없음,없음
256792,없음,없음,없음,없음,없음,없음,없음,['Slack']
210918,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,"['Docker', 'JIRA', 'Git', 'AWS', 'Kubernetes', 'Slack']"
248883,['JavaScript'],없음,['React'],없음,없음,없음,없음,없음
258010,없음,없음,"['Angular', 'React']",없음,없음,없음,"['Docker', 'AWS', 'Slack']",없음
260142,없음,없음,없음,없음,없음,없음,없음,없음
192989,없음,없음,['Spring'],없음,없음,없음,"['AWS', 'Redis']",['Docker']
235731,없음,없음,없음,없음,없음,없음,"['AWS', 'Git']",['Docker']
230029,"['Kotlin', 'Java']",없음,없음,"['Ruby on Rails', 'Spring']",없음,없음,없음,['Kubernetes']
168348,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음
257799,"['JavaScript', 'TypeScript']",없음,['React'],"['Flutter', 'Vue.js', 'React']",없음,['jQuery'],"['Postman', 'Git']",없음
258208,"['JavaScript', 'PHP']",없음,없음,없음,없음,없음,없음,['Git']
247595,['Python'],없음,없음,없음,없음,없음,없음,없음
258909,"['Kotlin', 'Java']",없음,['React'],없음,없음,없음,없음,['AWS']
259078,['Python'],['R'],없음,없음,"['Pandas', 'NumPy', 'PyTorch', 'Matplotlib']",없음,없음,없음
256698,없음,없음,없음,없음,없음,없음,"['GCP', 'AWS']",['Kubernetes']
257687,['TypeScript'],없음,없음,없음,없음,없음,없음,없음
257807,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,['Git'],없음
259928,['Python'],['Python'],['Django'],없음,없음,없음,"['Redis', 'MySQL', 'Kubernetes', 'Slack', 'Grafana']","['AWS', 'Kubernetes', 'Redis', 'MySQL']"
261225,"['Python', 'TypeScript']",없음,"['Django', 'React']",없음,없음,['Three.js'],"['AWS', 'PostgreSQL']",없음
159038,"['Go', 'Python', 'Java']",없음,['FastAPI'],없음,없음,없음,"['Elasticsearch', 'Docker', 'Redis', 'Git', 'AWS', 'Grafana', 'GCP', 'Slack', 'MongoDB']","['Elasticsearch', 'AWS']"
261365,['Kotlin'],없음,없음,없음,없음,없음,없음,없음
238977,['Python'],없음,"['Django', 'Flask']",없음,없음,없음,없음,없음
250878,없음,없음,['React'],없음,없음,없음,없음,없음
259480,없음,"['Python', 'Java']",없음,['Spring'],없음,없음,없음,없음
212764,"['JavaScript', 'Java', 'TypeScript']",없음,['Vue.js'],없음,없음,없음,['IntelliJ'],"['Docker', 'Kubernetes']"
252207,['Python'],없음,없음,없음,없음,없음,없음,['Tableau']
251024,['Java'],없음,없음,없음,없음,없음,['MySQL'],"['AWS', 'Redis']"
257120,"['Kotlin', 'Swift']",없음,없음,없음,없음,없음,없음,없음
260933,['Python'],없음,없음,없음,없음,없음,없음,없음
257755,없음,없음,없음,없음,없음,없음,없음,없음
254649,없음,없음,['React'],['Spring'],없음,없음,없음,없음
255586,['Python'],없음,['Django'],없음,없음,없음,"['MySQL', 'PostgreSQL', 'Redis']","['Docker', 'AWS', 'Azure', 'Kubernetes']"
248222,"['Kotlin', 'Java']",없음,"['Spring', 'Spring Boot']",없음,없음,없음,['AWS'],['AWS']
250533,"['Kotlin', 'Java']",없음,없음,['React'],없음,없음,없음,"['AWS', 'Redis']"
216290,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,"['ElasticSearch', 'AWS', 'Redis', 'MongoDB']"
149934,없음,없음,없음,없음,없음,없음,없음,없음
260088,['Dart'],없음,['Flutter'],없음,['jQuery'],없음,"['AWS', 'Redis', 'MongoDB']","['Docker', 'AWS']"
199386,['Python'],없음,['Express'],없음,없음,없음,"['AWS', 'MySQL']","['Docker', 'Kubernetes', 'Git']"
221647,없음,없음,없음,없음,없음,없음,"['Grafana', 'Kubernetes', 'MongoDB', 'Git']",['Kubernetes']
251136,없음,없음,"['Angular', 'React']",없음,없음,없음,없음,['Git']
255184,없음,없음,없음,없음,없음,없음,없음,없음
257881,없음,없음,없음,없음,없음,없음,없음,없음
258137,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,"['Slack', 'Git']",['Git']
245124,없음,['Java'],['Spring'],없음,없음,없음,없음,없음
255047,없음,없음,없음,없음,없음,없음,없음,없음
255459,['PHP'],없음,"['Laravel', 'Vue.js', 'React']",['Vue.js'],없음,없음,['MySQL'],['AWS']
258170,없음,"['C++', 'Rust']",없음,['Flutter'],없음,없음,없음,없음
259478,['Kotlin'],"['Kotlin', 'Java']",['Flutter'],['Flutter'],없음,없음,없음,없음
222550,"['C++', 'Python', 'Java']",['Python'],"['Django', 'FastAPI']",없음,없음,없음,['AWS'],['AWS']
201166,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
250047,['PHP'],['PHP'],['Spring'],"['Spring', 'Spring Boot']",없음,없음,없음,없음
257363,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,['Kubernetes'],"['Redis', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
255060,['Java'],없음,['Spring'],없음,없음,없음,['AWS'],없음
255936,['Java'],없음,없음,없음,없음,없음,['AWS'],없음
259000,없음,없음,없음,['React'],없음,없음,['Git'],없음
247244,없음,없음,['React'],없음,없음,없음,['Git'],없음
259467,없음,없음,없음,없음,없음,없음,없음,없음
259651,없음,없음,없음,없음,없음,없음,없음,없음
253434,['Python'],없음,['Keras'],없음,"['Keras', 'PyTorch']",없음,없음,['Git']
259520,['Java'],없음,['Spring'],없음,없음,없음,"['MySQL', 'PostgreSQL']",['AWS']
260427,['Kotlin'],없음,없음,없음,없음,없음,없음,없음
218166,"['JavaScript', 'TypeScript']",없음,없음,없음,없음,없음,['PostgreSQL'],['PostgreSQL']
259432,['TypeScript'],없음,없음,없음,없음,없음,"['Docker', 'Redis', 'AWS', 'Terraform', 'Kubernetes', 'ElasticSearch', 'PostgreSQL']",없음
258106,['Swift'],없음,없음,없음,없음,없음,없음,없음
226155,['Python'],['Python'],없음,없음,없음,없음,없음,['AWS']
251917,['Python'],없음,없음,['Spark'],없음,없음,['AWS'],없음
245118,['Python'],없음,없음,"['TensorFlow', 'Spark']",없음,"['TensorFlow', 'PyTorch']","['GCP', 'Azure', 'AWS']","['GCP', 'Azure', 'AWS']"
259697,['Swift'],['Swift'],없음,없음,없음,없음,['Git'],없음
253536,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
218151,"['Kotlin', 'Java']",없음,없음,['Spring'],없음,없음,없음,"['Docker', 'AWS', 'Kubernetes']"
260804,없음,없음,['Flutter'],['Flutter'],없음,없음,없음,없음
252946,없음,없음,없음,없음,없음,없음,"['Elasticsearch', 'Kubernetes']",['AWS']
220952,['Java'],없음,없음,없음,없음,없음,"['IntelliJ', 'AWS']",없음
171459,"['Kotlin', 'Java']",없음,['Spring Boot'],없음,없음,없음,['Git'],"['Docker', 'Kubernetes']"
253926,['Python'],없음,"['Vue.js', 'Spring', 'React']",없음,없음,없음,없음,없음
233556,['TypeScript'],없음,['React'],['React'],없음,없음,['Git'],없음
256529,['Python'],없음,['Keras'],없음,['Keras'],없음,없음,없음
257027,['Java'],없음,['Spring'],없음,없음,없음,"['GCP', 'AWS']",없음
256234,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,없음
255538,없음,없음,없음,없음,없음,없음,없음,['GCP']
254099,"['JavaScript', 'TypeScript']",없음,['React'],['React'],없음,없음,['Git'],"['AWS', 'Azure']"
233107,['TypeScript'],없음,"['Angular', 'React']",없음,없음,없음,['Git'],없음
256287,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['MySQL', 'PostgreSQL']",없음
248884,"['Kotlin', 'Java', 'Scala']",없음,['Spring'],없음,없음,없음,['Redis'],"['AWS', 'Kubernetes']"
243549,없음,없음,없음,없음,없음,없음,['Git'],"['GCP', 'Azure', 'AWS']"
195606,['Java'],없음,없음,없음,없음,없음,없음,없음
233087,['Python'],없음,없음,없음,없음,없음,없음,['AWS']
257514,['Java'],없음,없음,없음,없음,없음,없음,['AWS']
254859,['Python'],없음,없음,없음,['PyTorch'],없음,"['Docker', 'AWS']","['Docker', 'GCP', 'AWS']"
216770,"['Kotlin', 'TypeScript']",['TypeScript'],"['Spring', 'React']",['React'],없음,없음,"['Redis', 'AWS', 'MySQL', 'Slack', 'MongoDB']",없음
245340,['Python'],['Kotlin'],없음,['Spring'],없음,없음,없음,없음
253227,없음,없음,없음,없음,없음,없음,없음,없음
242039,없음,없음,없음,없음,없음,없음,없음,없음
253531,['Java'],없음,['Spring'],없음,없음,없음,['AWS'],['Kubernetes']
253422,['Python'],없음,없음,없음,없음,없음,없음,없음
260148,['Java'],없음,['Spring'],없음,없음,없음,['MySQL'],없음
110601,없음,없음,없음,없음,없음,없음,없음,없음
260012,"['R', 'Python']",없음,없음,없음,없음,없음,['AWS'],없음
259864,"['Kotlin', 'Swift', 'Java', 'TypeScript']",없음,"['Spring', 'React']",없음,없음,없음,"['AWS', 'Slack', 'MySQL']",['AWS']
51691,없음,없음,['React'],없음,없음,없음,없음,['AWS']
252897,없음,없음,없음,없음,없음,없음,['AWS'],없음
259838,['JavaScript'],없음,['Express'],['React'],없음,없음,['Git'],없음
258813,없음,['PHP'],없음,"['Laravel', 'React']","['Bootstrap', 'jQuery']",없음,['Git'],없음
239278,없음,없음,['Vue.js'],없음,없음,없음,없음,없음
243156,없음,없음,없음,없음,없음,없음,없음,없음
125328,['Java'],없음,['Spring Boot'],없음,없음,없음,"['Docker', 'Jenkins', 'Git']",['Kubernetes']
257132,없음,없음,없음,없음,없음,없음,['Git'],없음
229804,없음,없음,['React'],없음,없음,없음,없음,없음
218165,"['JavaScript', 'TypeScript']",없음,없음,없음,없음,없음,['PostgreSQL'],['PostgreSQL']
260449,없음,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS']"
