['solidity']	['dapp', 'core']
['responsibility', 'solving', 'given', 'problems', 'timely', 'manner', 'leading', 'small', 'team', 'members', 'giving', 'advice', 'junior', 'developers', 'providing', 'visualized', 'analyses', 'simulation', 'results', 'designing', 'environment', 'improve', 'performance', 'autonomous', 'driving', 'systems', 'assign', 'appropriate', 'units', 'task', 'm.s', 'ph.d.', 'degree', 'relevant', 'engineering', 'program', 'having', 'excellent', 'programming', 'skills', 'etc.', 'proficient', 'using', 'software', 'such', 'carla', 'carsim', 'simulink', 'similar', 'tools', 'understanding', 'self', 'stack', 'cloud', 'technologies', 'project', 'experience', 'aligned', 'vehicles', 'robotics', 'working', 'with', 'aws', 'gcp', 'azure', 'skilled', 'middleware', 'development', 'integration', 'e.g.', 'ros', 'comfortable', 'linux', 'git', 'sql.', 'possess', 'communication', 'collaboration', 'other', 'teams.']	['iframe', 'module', 'federation', 'msa', 'next.js', 'server', 'side', 'rendering', 'jest', 'react', 'es', 'rest', 'api', 'mui', 'unit', 'eslint', 'prettier']
['ai', 'saas', 'cloud', 'native', 'software', 'shcillace', 'laws', 'semantic', 'qa', 'cv', 'react', 'next.js', 'ci', 'cd']	['ci', 'cd', 'argocd', 'loki', 'cortex', 'thanos', 'envoy', 'kong', 'service', 'mesh', 'iso', 'isms']
['devops', 'ci', 'cd', 'gitops', 'iac']	['sdk', 'iac']
['robot', 'engineering', 'mechanical', 'linux', 'programming']	['makefile', 'stl']
['ios', 'rxswift', 'then', 'flexlayout', 'pinlayout', 'mvvm', 'modular', 'architecture', 'unit', 'test']	['grapesjs', 'babylonjs', 'threejs', 'jsfiddle', 'stackoverflow']
['enterprise', 'llm', 'analyticdid', 'ai', 'pc', 'numpy', 'pnadas', 'nosql']	['high', 'availability', 'fault', 'tolerant', 'system', 'network', 'programming', 'cloud', 'native', 'webflux', 'security', 'jpa', 'ecosystem', 'aws', 'level']
['nexcad', 'pc', 'software', 'cad', 'engine', 'graphic', 'gpu']	['risk', 'analysis', 'background', 'financial', 'derivatives', 'futures', 'margin', 'etc', 'years', 'experience', 'working', 'with', 'programming', 'language', 'such', 'sql', 'quantitative', 'knowledge', 'data']
['diffusion', 'llm', 'huggingface', 'generative', 'ai']	['aws', 'ec', 'ecs', 'rds']
['smart', 'contract', 'software', 'engineer', 'solidity', 'uniswap', 'account', 'abstraction', 'layer', 'rollup']	['databricks', 'aws', 'ml', 'ai']
['etl', 'elt', 'restful', 'api', 'premise', 'cloud', 'service', 'sql', 'dbms']	['qa', 'process', 'testrail']
['tracking', 'object', 'sw', 'hw', 'mech', 'matlab', 'rf', 'digital', 'signal', 'processing']	['aws', 'gcp', 'devops', 'sap', 'fi', 'erpnext']
['ai', 'key', 'index', 'db', 'machine', 'learning', 'bio', 'signal', 'processing', 'matlab']	['react', 'saga', 'scss', 'yarn', 'berry', 'vite', 'webpack', 'aws', 'figma']
['dw', 'cloud', 'native', 'aws', 'gcp', 'ci', 'cd']	['api', 'jwt', 'aws', 'lambda', 'server', 'side', 'rendering', 'ssr', 'tdd']
['maven', 'clinical', 'cloud', 'digital', 'transformation', 'framework', 'react', 'jsx', 'tsx', 'sass', 'ci', 'cd', 'actions']	['git', 'code', 'review', 'react.js', 'pre', 'test', 'pdf']
['data', 'pipeline', 'product', 'aws', 'etl', 'sql']	['qa', 'ex.', 'istqb', 'csts']
['ai', 'solution', 'lab', 'llm', 'rag', 'dda']	['mvp', 'ui', 'ux', 'app', 'ios', 'android']
['node.js', 'typeorm', 'prisma', 'sequelize', 'orm', 'restful', 'api']	['sns', 'ecs', 'eks', 'pr']
['dlp', 'ad', 'db', 'google', 'workspace', 'nac', 'vpn', 'aws', 'endpoint', 'os', 'pc', 'mac', 'windows']	['aws', 'certified', 'security', 'specialty', 'iac', 'terraform', 'cloudformation', 'elk', 'stack']
['connected', 'car', 'service', 'ccs', 'vehicle', 'network', 'ethernet', 'commercial', 'lte', 'mcu', 'device', 'driver', 'hal', 'hardware', 'abstraction', 'layer', 'data', 'acquisition', 'policy', 'remote', 'control', 'monitoring', 'system', 'ota', 'sw', 'update', 'oma', 'dm', 'gateway']	['api', 'django', 'restful']
['android', 'ios', 'flutter', 'pm', 'ci', 'cd', 'git']	['sms', 'iso', 'aws', 'terraform', 'lac', 'infrastructure', 'code']
['cross', 'chain', 'evm', 'network', 'tcp', 'ip', 'git']	['ai', 'sns']
['place', 'lbs', 'react', 'web', 'context', 'api', 'ux', 'ui']	['react', 'ci', 'cd', 'webrtc']
['linux', 'programming']	['aws', 'azure', 'gcp', 'api', 'golang', 'library', 'core', 'algorithm']
['cad', 'cam', 'windows', 'ui', 'ux', 'qt', 'opencv', 'vtk', 'visualization', 'mesh', 'operation']	['braze', 'crm']
['modeling', 'algorithm', 'cad', 'vr', 'webgl', 'graphic', 'sw', 'react.js', 'js', 'nginx', 'node.js', 'library', 'db', 'ms', 'sql', 'gcp', 'aws', 'centos', 'linux']	['infrastructure', 'code', 'kotlin', 'framework', 'how', 'work', 'align', 'technical', 'competency', 'test', 'recruiter', 'call', 'diy', 'yourself', 'pdf']
['flutter', 'ios', 'getx']	['dx', 'developer', 'experience', 'isms']
['golang', 'aws', 'full', 'stack']	['task', 'tdd', 'learning', 'curve']
['erp']	['explicitness', 'over', 'implicitness', 'zero', 'cost', 'abstraction', 'compile', 'time', 'check', 'safety', 'asynchronous', 'programming']
['react', 'boot', 'agile']	['van']
['boot', 'framework', 'dmbs', 'react', 'restful', 'api']	['network', 'compression', 'nas', 'image', 'enhancement', 'super', 'resolution', 'inpainting', 'low', 'light', 'imaging', 'task', 'ex']
['iot', 'application', 'programming', 'interface', 'api']	['ai', 'ml', 'devops']
['web', 'mlops', 'annotator', 'ui', 'ux', 'webpack', 'babel', 'rest', 'api', 'html', 'css', 'es', 'vue', 'nuxt', 'react']	['multi', 'module', 'kotlin', 'compose', 'clean', 'architecture', 'mvvm', 'hilt', 'git']
['sql', 'ai', 'ml', 'po']	['best', 'practice', 'prisma', 'orm', 'typeorm', 'serverless', 'api', 'mlops', 'ai']
['app', 'hw', 'sw', 'kotlin', 'aws']	['iot', 'bluetooth', 'wifi', 'device', 'training', 'figma', 'sketch', 'css']
['qa', 'engineer']	['actions', 'workflow', 'ci', 'cd']
['ai', 'npu', 'gpu', 'model', 'quantization', 'pruning', 'tool', 'onnx', 'runtime', 'tensor', 'rt', 'lite', 'cuda', 'llvm', 'mlir', 'tensorrt', 'tf', 'embedded', 'sytem']	['saas', 'qa']
['dsp', 'system', 'evse', 'hmi', 'pm']	['next', 'js', 'nest.js', 'nosql', 'firebase', 'node.js', 'ex', 'press.js', 'oauth', 'jwt']
['maven', 'clinical', 'cloud', 'experience']	['iso', 'isms', 'ms', 'office']
['design', 'state', 'art', 'machine', 'learning', 'models', 'using', 'real', 'world', 'large', 'scale', 'pro', 'blems.', 'construct', 'maintain', 'data', 'pipelines', 'model', 'training', 'serving', 'google', 'cloud', 'products', 'such', 'apache', 'beam', 'dataflow', 'bigquery', 'big', 'table.', 'develop', 'highly', 'scalable', 'servers', 'plat', 'forms.', 'work', 'with', 'product', 'account', 'infrastructure', 'engineering', 'teams', 'define', 'future', 'roadm', 'aps.', 'ms', 'ph.d.', 'degree', 'computer', 'science', 'related', 'technical', 'field', 'years', 'software', 'development', 'experiences', 'deep', 'areas', 'fluent', 'one', 'more', 'programming', 'languages', 'including', 'olang.', 'knowledgeable', 'production', 'level', 'applications', 'natural', 'language', 'processing', 'vision', 'recommendation', 'systems', 'ranking', 'sy', 'stems.', 'experience', 'building', 'online', 'service', 'ystem.']	['framework', 'react', 'next', 'js']
['back', 'end', 'commerce', 'db', 'restful', 'api', 'nest', 'js']	['aws', 'gcp', 'azure', 'mlops', 'transformer', 'llm', 'agent']
['llm', 'large', 'language', 'model', 'ai', 'ops', 'rag', 'api', 'bert', 'hugging', 'face', 'transformer', 'onnx', 'tensorrt', 'deepspeed', 'accelerate', 'bitsandbyte']	['elastic', 'search', 'pgvector', 'qdrant', 'chroma', 'weaviate', 'milvus', 'vector', 'database']
['smart', 'contract', 'software', 'engineer', 'solidity', 'hardhat', 'mainnet', 'erc', 'spec']	['apm', 'terraform', 'ci', 'cd', 'isms']
['level']	['idc']
['cloud', 'ai']	['ai', 'figma', 'teams', 'three.js', 'js', 'javsscript']
['sw', 'windows', 'wpf']	['oauth', 'jwt', 'ci', 'cd']
['vue.js', 'react.js', 'vuetify', 'nuxt', 'jquery', 'flutter']	['ui', 'ux', 'commerce']
['node.js', 'api', 'es', 'elk', 'aws']	['vite.js']
['enterprise', 'llm', 'ai', 'privacy', 'screen', 'watermark', 'analyticdid', 'nlp', 'vision', 'deep', 'learning', 'transformer', 'gpt', 'llama', 'mistral', 'decoder', 'bert', 'electra', 'bart', 'diffusion', 'self', 'supervised', 'reinforcement', 'huggingface']	['clean', 'architecture', 'mvp', 'mvi', 'flutter', 'ui', 'ux', 'agile', 'scrum', 'ai', 'lite', 'onnx', 'ml', 'kit', 'camerax', 'firebase', 'supabase']
['android', 'kotlin', 'ui', 'ux']	['casp', 'iso', 'terraform', 'shell']
['master', 'science']	['linux', 'server', 'aws', 'solution', 'architect', 'oci', 'ms', 'sql', 'mariadb', 'dns']
['windows']	['msa', 'rest', 'grp', 'vmware', 'ocp', 'container', 'orchestration', 'aws', 'azure', 'ncloud', 'openstack', 'atlassian']
['android', 'app', 'system', 'native', 'automotive', 'framework', 'back', 'end']	['devops', 'mlops', 'ai', 'ml']
['gnss', 'ins', 'dr']	['azure', 'aws', 'se']
['os', 'linux', 'unix', 'windows', 'db', 'api', 'sw']	['iso', 'isms']
['wallet', 'blockchain', 'data', 'platform', 'solution', 'enterprise', 'mainnet', 'engineer', 'api', 'mpc', 'git']	['api', 'ci', 'cd', 'beanstalk', 'elk']
['network', 'sw']	['agile', 'qa', 'istqb', 'csts']
['windows', 'app', 'demo', 'network']	['cloud', 'infra']
['back', 'end', 'api', 'node.js', 'restful', 'ubuntu', 'aws']	['open', 'gl', 'embedded', 'device', 'gps', 'location', 'based', 'service', 'mobility']
['qa', 'fea']	['reactive', 'streams', 'coroutine', 'nosql', 'messaging', 'service', 'sqs', 'kinesis', 'msa', 'aws']
['client', 'unit', 'clinet']	['html', 'css', 'vanila', 'jquery']
['gnss', 'gps', 'lte', 'tool', 'soc']	['aws', 'cognito', 'mediaconvert', 'ncloud', 'firebase', 'ecs', 'dockerisze']
['api', 'frontend', 'tyescript', 'next.js', 'backend', 'db', 'infra', 'domain', 'aws', 'sagemaker', 'ecr', 'ecs', 'ml', 'ops', 'front', 'end', 'back']	['babel', 'webpack', 'api']
['global', 'tech', 'hr', 'pm', 'saas']	['app', 'swiftui', 'tca', 'mvvm', 'mvp', 'git', 'xctest', 'ci', 'cd', 'firebase', 'ga', 'crash', 'dynamic', 'link']
['nlp', 'neural', 'machine', 'translation', 'nmt', 'quality', 'estimation', 'automatic', 'post', 'editing', 'word', 'alignment', 'etc.', 'multilingual', 'ml']	['linux', 'golang', 'openstack', 'san', 'nas']
['xr']	['global', 'scale', 'android', 'automotive', 'app']
['etl', 'html', 'css', 'jquery']	['ai', 'aws', 'mlops', 'llm', 'transformers', 'llama', 'factory', 'axolotl', 'vllm', 'ollama']
['vision', 'voice', 'text', 'deploy', 'etc.', 'audio']	['payment', 'solution', 'mvp']
['cv', 'computer', 'vision', 'ml', 'machine', 'learning', 'ct', 'mri', 'caffe']	['next.js', 'ssr']
['data', 'pipeline', 'product', 'lake', 'warehouse', 'api', 'crawling', 'etl', 'sql']	['cummerce', 'infrastructure', 'code', 'isms']
['cloud', 'ai', 'react.js']	['ui', 'ux', 'ms', 'office', 'git']
['atlassian', 'react', 'node.js', 'express', 'html', 'css', 'jquery', 'git', 'ci', 'cd', 'ai']	['restful', 'api', 'jwt', 'git', 'webpack', 'babel', 'ui', 'ux']
['sw', 'qt', 'vtk', 'vtk.', 'itk', 'ggal', 'openmesh', 'cad']	['testrail']
['window', 'linux', 'intellij', 'visula', 'studio', 'code', 'eclipes', 'react', 'vue', 'mybatis', 'oracle', 'jap', 'ci', 'cd', 'git', 'ws', 'arm.']	['multi', 'tier', 'aws', 'cassandra', 'intellij']
['video', 'telematics', 'adas', 'dsm', 'dvr', 'soc', 'arm', 'platform']	['agile', 'process', 'api', 'ddd', 'design', 'pattern', 'continuous', 'integration', 'ios', 'android', 'pc', 'mobile', 'web', 'ui', 'ux', 'aosp', 'customizing']
['qa', 'linux', 'os', 'shell', 'script']	['sql', 'ml', 'dl']
['node', 'react', 'anything']	['react', 'next.js', 'query', 'yarn', 'berry', 'pnpm', 'webpack', 'esbuild', 'swc', 'babel', 'jest', 'vitest', 'ci', 'cd', 'actions']
['windows', 'wpf', 'xaml']	['commerce', 'back', 'end', 'wms', 'oms', 'message', 'streaming', 'nosql', 'aws', 'azure', 'msa']
['sap', 'pp', 'erp']	['photoshop', 'figma', 'interactive', 'animation', 'swiper', 'gsap', 'velocity', 'js', 'three']
['computer', 'vision', 'graphics', 'cv', 'ai', 'ml', 'image', 'mesh', 'point', 'cloud']	['rdbms', 'sql', 'node.js']
['arm', 'core', 'analog', 'front', 'end', 'ble', 'wireless', 'network']	['aws', 'cdk', 'terraform', 'cloudformation', 'iac', 'chart', 'kustomize', 'servicemesh', 'sql', 'nosql', 'msa', 'observability', 'metric', 'logging', 'tracing', 'apm', 'datadog']
['etl', 'data', 'lake', 'warehouse', 'mart', 'bachelor', 'degree', 'computer', 'science', 'engineering', 'related', 'fi', 'eld.', 'minimum', 'years', 'experience', 'architecture', 'field.', 'strong', 'knowledge', 'sql', 'working', 'with', 'relational', 'databases', 'such', 'oracle', 'erver.', 'big', 'technologies', 'distributed', 'storage', 'systems', 'hdfs', 'cass', 'andra.', 'proficiency', 'one', 'more', 'programming', 'languages', 'scala.']	['ui', 'ux', 'customview']
['boot', 'framework', 'dmbs']	['aws', 'cloud', 'native', 'serverless', 'msa', 'datadog']
['hw', 'power', 'pcb', 'artwork', 'bom', 'issue', 'emc', 'safety']	['android', 'ui', 'coroutine', 'mvvm', 'architecture', 'pattern', 'agile', 'scrum']
['linux', 'kernel', 'qt', 'application']	['aws', 'ec', 'elb', 'asg', 'api', 'gateway', 'rds', 'lambda', 'monorepo', 'next.js', 'sdk', 'llm']
['bubble', 'api', 'rest', 'boot']	['microservice', 'full', 'stack', 'react', 'vue.js']
['cross', 'funtional', 'pr', 'tf', 'react', 'yarn', 'berry', 'pnp', 'ssr', 'ssg', 'workflow', 'ci', 'cd', 'openapi', 'api', 'vue']	['android', 'ios', 'istqb', 'csts', 'qa']
['sap', 'erp', 'fi', 'task', 'co', 'hana']	['aws', 'gcp', 'nol']
['node.js', 'rdbms', 'nosql', 'restful', 'api']	['gen', 'ai', 'llm']
['microsoft', 'teams', 'power', 'platform', 'viva', 'app']	['llm', 'ai', 'orm', 'sqlalchemy', 'linux']
['cccp', 'relayer', 'bifrost', 'dapp']	['dl', 'ai', 'ml', 'api', 'msa', 'ci', 'cd', 'devops', 'tdd', 'test', 'code', 'hippa', 'gdpr']
['dbms', 'linux']	['ai', 'big', 'data', 'digital', 'twin', 'ui', 'ux', 'vue', 'material', 'design', 'ant', 'system']
['jquery']	['google', 'workspace', 'saas']
['android', 'kotlin', 'git']	['web', 'app', 'istqb', 'csts']
['aws', 'gcp', 'azure', 'ci', 'cd', 'bash']	['app', 'store', 'google', 'play', 'android', 'ios', 'native', 'flutter', 'package', 'drm', 'figma', 'ai', 'chatgpt', 'midjourney', 'cursor']
['vitalcare', 'golang', 'ci', 'cd']	['tdd', 'ai']
['spec', 'db', 'dictionary', 'erd', 'isms', 'pm', 'webmethods', 'sap', 'po', 'api', 'ftp', 'dbms', 'oracle', 'maria']	['automated', 'essay', 'scoring', 'llm', 'pre', 'training', 'fine', 'tuning', 'rlhf']
['dsp', 'av']	['decomposition', 'methods', 'domain', 'specific', 'large', 'scale', 'np', 'hard']
['setup', 'wm', 'tm', 'localization', 'edi']	['preferred', 'qualifications', 'knowledge', 'google', 'flutter', 'application', 'development', 'responsive', 'app', 'design', 'principles', 'strong', 'project', 'planning', 'leadership', 'skills', 'experience', 'excellent', 'analytical', 'ability', 'work', 'team', 'oriented', 'environment', 'working', 'with', 'global', 'software', 'using', 'simulators', 'analysis', 'tools', 'automation', 'testing']
['api', 'net', 'core', 'ef', 'framework', 'react.js', 'vanilla', 'js', 'sql', 'server', 'microsoft', 'azure', 'aws', 'ci', 'cd', 'git', 'cdp', 'customer', 'data', 'platform', 'saas', 'open', 'npo', 'multi', 'tenant', 'devops']	['ai', 'xr', 'ar', 'vr']
['arm', 'cortex', 'git']	['rx', 'ui', 'intensive', 'cryptography', 'pki', 'open', 'source', 'ci', 'cd']
['computer', 'vision', 'deep', 'learning', 'semantic', 'segmentation', 'object', 'detection', 'classification', 'opencv', 'ml', 'dl']	['nlp', 'django', 'triton', 'vllm']
['apt', 'advanced', 'persistent', 'threat', 'hunting', 'reverse', 'engineering']	['kotlin', 'devops', 'ci', 'cd']
['linux', 'ha', 'solution', 'private', 'cloud', 'openstack', 'rhosp', 'container', 'platform', 'openshift', 'rhocp', 'web', 'was', 'jboss', 'nginx', 'automation', 'rhaap']	['domain', 'knowledge', 'siem', 'acm', 'icpc', 'ps', 'sql', 'osgi', 'maven', 'jvm', 'gc', 'rfc', 'websocket', 'snmp', 'netflow', 'ipfix']
['hr', 'platform', 'system', 'back', 'end', 'boot', 'rest', 'api', 'sw', 'aws', 'rds', 'rdb', 'git', 'computer', 'software', 'web', 'app', 'data', 'architecture', 'framework', 'rdbms', 'logic', 'filter', 'matching']	['flutter', 'ui', 'ux', 'figma', 'sketch']
['data', 'shortage', 'supervised', 'unsupervised', 'semi', 'learning', 'anomaly', 'detection', 'active', 'etc.', 'tensorrt', 'communication', 'standard']	['web', 'cissp', 'cism', 'ceh', 'isms', 'devsecops', 'secops']
['ai', 'solution', 'lab', 'llm', 'sw', 'cto', 'django', 'flutter', 'aws', 'ec', 'gcp', 'sql', 'rdbs', 'nosql', 'db']	['shopify', 'rest', 'api', 'cloud', 'functions', 'firebase', 'supabase', 'hasura', 'pub', 'sub', 'bullmq']
['api', 'node.js', 'restful', 'git']	['db', 'sql', 'api']
['web', 'application', 'server', 'boot', 'rdbms', 'mariadb', 'restapi', 'interface']	['open', 'source', 'ci', 'cd']
['edi', 'api', 'aws']	['opencloud', 'git']
['ios', 'android', 'llvm', 'objective']	['git', 'code', 'review', 'boot']
['windows', 'application']	['ui', 'webgl', 'three.js', 'component']
['mlops', 'mfc', 'ai', 'sw', 'tensor', 'rt', 'lite', 'cuda', 'backend', 'infra', 'tensorrt', 'tf', 'embedded', 'sytem']	['adtech', 'react', 'vue', 'spa']
['vehicle', 'infotainment', 'ivi', 'hmi', 'gui', 'ui', 'embedded', 'sw', 'client', 'server', 'git']	['msa', 'rdb', 'nosql', 'aws', 'google', 'cloud', 'ec', 'rds', 'cloudwatch', 'route', 'elb', 'lambda', 'api', 'gateway']
['html', 'css', 'es', 'restful', 'api', 'vue.js', 'spa', 'webpack', 'vite']	['aws', 'cloud', 'native']
['mariadb', 'sql', 'nginx', 'apache', 'aws', 'linux', 'node.js', 'express', 'rdbms']	['webpack', 'flutter', 'jest', 'pre', 'test', 'pdf']
['matlab', 'git']	['aws', 'gcp', 'kotlin', 'boot']
['plume.d', 'tuning', 'embed']	['restful', 'api', 'oauth', 'jwt', 'aws', 'gcp', 'azure']
['aa', 'boot', 'devon', 'frame', 'oracle', 'my', 'sql']	['sw', 'sdk', 'api', 'saas', 'software', 'service', 'paas', 'platform', 'llm', 'chatbot']
['lead', 'scm', 'ci', 'aws', 'infra', 'managed', 'service', 'elastic', 'apm']	['terraform', 'iac', 'service', 'mesh']
['react', 'core', 'next.js', 'state', 'management', 'query', 'styling', 'packaging', 'build', 'yarn', 'vite', 'ci', 'cd', 'actions']	['sdk', 'ios', 'app', 'framework', 'library', 'package', 'manager', 'unit', 'test', 'ui', 'clean', 'architecture']
['kotlin', 'boot']	['websocket', 'ubuntu', 'msa', 'mq']
['api', 'boot', 'rest', 'jpa', 'hibernate', 'orm']	['node.js', 'ddd', 'node', 'bun', 'honojs', 'hexagonal', 'architecture']
['kotlin', 'restful', 'api', 'tdd', 'framework', 'git', 'aws', 'container', 'linux', 'unix']	['follow', 'es', 'node.js', 'vpc', 'ecs', 'lambda', 'aws', 'mono', 'repo', 'ci', 'cd', 'nest.js']
['ui', 'server', 'side']	['nexacro', 'platform', 'intellij', 'pipeline', 'devops']
['app', 'pm', 'ui', 'ux', 'native']	['app.', 'ios', 'android', 'native', 'react', 'app', 'mobile', 'chapter', 'squad', 'repository']
['ids', 'ui', 'html', 'css', 'preprocessor', 'es', 'vue.js', 'react', 'ssr', 'server', 'side', 'rendering', 'po', 'trouble', 'shooting', 'git']	['webpack', 'babel', 'jest', 'eslint', 'nuxt.js', 'next.js', 'ssr', 'webgl']
['css', 'next.js', 'react.js', 'vue', 'git']	['aws', 'cloud', 'microservice', 'architecture']
['udc', 'tools', 'aws', 'kotlin', 'boot', 'gradle', 'jpa', 'mybatis', 'actions', 'datadog', 'sentry', 'rdbms']	['ios', 'po', 'mvvm', 'mvi', 'figma', 'ci', 'cd', 'android', 'kotlin', 'compose', 'xml', 'livedata', 'coroutine', 'clean', 'architecture', 'multi', 'module', 'okhttp', 'hilt', 'mockk']
['dolfin', 'kr', 'kotlin', 'framework', 'restful', 'api', 'jpa', 'hibernate', 'rdbms', 'back', 'end']	['platform', 'service', 'pc', 'mobile', 'console']
['hr', 'react', 'saga', 'webpack', 'html', 'css', 'ui', 'ux']	['socket', 'rxswift', 'instruments', 'bit', 'bucket', 'df', 'tower']
['mnet', 'plus', 'kotlin', 'rdbms', 'nosql', 'db', 'git']	['defi', 'web', 'backend']
['app', 'front', 'end', 'assist', 'card', 'web', 'application', 'hard', 'skills', 'browser', 'api', 'ui', 'cross', 'browsing', 'react.js', 'next.js', 'react', 'query', 'library', 'restful', 'material', 'kit', 'git', 'soft', 'back']	['back', 'end', 'boot', 'oracle', 'front', 'vue', 'js']
['native', 'web', 'react', 'vue', 'spa', 'ui', 'ux']	['msa', 'rest']
['api', 'react']	['web', 'socket', 'reactive', 'ci', 'cd']
['bnpl', 'back', 'office', 'front', 'end', 'react', 'next.js', 'vue.js', 'html', 'css']	['e.g.', 'chart.js', 'js', 'websocket', 'jest', 'restful', 'api']
['pain', 'point', 'affiliate', 'react', 'html', 'css', 'git']	['global', 'business', 'contents', 'kpop', 'entertainment', 'industry', 'knowledge', 'resource', 'impact', 'stage', 'role', 'formation']
['api', 'ai', 'llm', 'backend', 'django', 'git', 'ownership']	['jupyter', 'business', 'intelligence', 'aws']
['ui', 'ux', 'jsx', 'react.js', 'next.js', 'rest', 'api', 'ci', 'cd', 'ssr']	['information', 'retrieval', 'aws', 'gcp', 'ml']
['boot', 'rest', 'api', 'jpa', 'hibernate', 'orm', 'nosql', 'sql', 'dbms', 'cache', 'queue', 'aws', 'cloud', 'git']	['commerce', 'back', 'end', 'scm', 'wms', 'oms', 'message', 'streaming', 'nosql', 'aws', 'azure', 'msa']
['react', 'gcp']	['aws', 'gcp', 'azure', 'etc', 'git', 'engineer', 'db']
['api', 'framework', 'oop', 'git', 'sql']	['frontend', 'engineer', 'backend', 'cloud', 'infra', 'data', 'analyst', 'bi']
['miniai', 'cs', 'rest', 'rdb', 'nosql', 'dynamodb']	['chart.js', 'prochart', 'tv', 'lightweight', 'chart', 'ci', 'cd', 'git', 'action']
['django', 'ai', 'elk', 'chatcpt']	['swarm']
['react', 'html', 'scss', 'toolkit', 'git']	['compose', 'app', 'kotlin', 'flutter']
['ota', 'api']	['opengles', 'gdal', 'lbs', 'gis', 'api', 'aws']
['web', 'app', 'jpa', 'orm', 'nosql', 'sql', 'dbms', 'restful', 'api', 'aws', 'git']	['robolectric', 'mockk', 'espresso', 'ios', 'android']
['web', 'ui', 'ux']	['drm', 'sw', 'devops', 'ott', 'django', 'rest', 'framework', 'drf', 'spectacular', 'elastic', 'search', 'logstash', 'filebeat', 'rd', 'party', 'solution', 'widevine', 'fairplay', 'git', 'pycharm', 'datagrip', 'compose', 'black', 'isort', 'sentry', 'datadog', 'ffmpeg', 'figma', 'talescale', 'postman', 'aws', 'ec', 'ecs', 'elb', 'rds', 'mediaconvert', 'lambda', 'cloudfront', 'route', 'elasticache', 'waf', 'google', 'admob', 'bigquery', 'pubsub']
['framework', 'boot', 'security', 'jpa', 'querydsl', 'orm', 'rdbms', 'intellij', 'aws', 'route', 'elb', 'ec', 'eks', 'cloudwatch', 'efs', 'rds', 'devops']	['saas', 'broadcasting']
['next.js', 'react', 'css', 'figma', 'html', 'git']	['ai', 'llm', 'tts', 'stt', 'safe']
['boot', 'ubuntu', 'database', 'mariadb', 'html', 'css', 'rest', 'api']	['data', 'preprocessing', 'de', 'identification']
['next.js', 'vercel', 'aws']	['data', 'engineer', 'lucene']
['mnet', 'plus', 'cms', 'react']	['si', 'qa', 'api', 'ott', 'sql']
['react', 'next.js', 'query', 'hook', 'form', 'tailwindcss', 'scss', 'vite', 'swc', 'turborpeo', 'pnpm', 'vitest', 'actions', 'git']	['django', 'rest', 'framework', 'aws', 'gcp', 'ci', 'cd', 'devops', 'ecs', 'eks']
['ui', 'ux', 'react', 'vue.js', 'next.js', 'ssr', 'server', 'side', 'rendering', 'query', 'api']	['ci', 'cd', 'cafe']
['kream', 'pay', 'msa', 'pg', 'api', 'backend', 'kotlin', 'framework', 'rdbms', 'rest']	['monaco', 'codemirror']
['vue', 'react', 'spa', 'html', 'css', 'js', 'es', 'git']	['sqs', 'alembic', 'db', 'aws', 'gcp', 'xint', 'sqlalchemy', 'terraform', 'ecs']
['kotlin', 'restful', 'rest', 'api', 'rdbms', 'aws', 'infrastructure']	['android', 'ios', 'app', 'commerce']
['product', 'owner', 'ux', 'designer', 'sw', 'engineer', 'web', 'frontend', 'es', 'html', 'css', 'react', 'vue.js', 'webpack', 'babel', 'jest', 'ui', 'component', 'lean']	['django', 'boot', 'kotlin', 'amazon', 'web', 'service', 'bit', 'bucket', 'df', 'tower']
['web', 'mobile', 'application', 'saas', 'front', 'end', 'react.js', 'next.js', 'tai', 'lwind.js', 'em', 'otion.js', 'scss', 'back', 'nest.js', 'kotlin', 'native', 'app', 'flutter', 'react', 'block', 'chain', 'aptos', 'klyatn', 'polygon', 'luniverse', 'line', 'blockchain', 'solidity', 'database', 'dynamodb', 'infra', 'aws', 'ec', 'rds', 'lambda', 'sqs', 'amplify', 'code', 'depoly', 'etc.', 'terraform', 'co', 'work', 'mono', 'repo', 'figma', 'html', 'css', 'js', 'es', 'query', 'restful', 'api', 'spa', 'styled', 'component', 'less', 'webpack', 'babel', 'git']	['poseestimation', 'flutter', 'backend', 'restful', 'api', 'sql']
['devops', 'qa', 'boot', 'restful', 'api', 'database', 'aws', 'git', 'sw', 'jpa', 'query', 'dsl', 'orm']	['ethereum', 'blockchain', 'platform', 'wallet', 'trading', 'evm', 'container', 'orchestration', 'eks', 'ecs', 'gke', 'pop']
['devops', 'dataops', 'monolithic', 'msa', 'node.js', 'aws']	['aws', 'gcp', 'azure', 'over', 'under', 'engineering', 'design', 'pattern', 'code', 'system', 'modularize', 'risk', 'management', 'asynchronous', 'multithreading', 'multiprocessing', 'synchronized', 'parallel', 'msa', 'ddd', 'edd', 'tdd', 'clean', 'architecture', 'service', 'technical']
['react', 'hanteochart', 'hanteonews', 'whosfan', 'next.js', 'query', 'scss', 'yarn', 'berry', 'pnpm', 'webpack', 'vite', 'nx', 'ci', 'cd', 'actions', 'es', 'vue', 'spa', 'html', 'css', 'git', 'scm']	['node.js', 'ui', 'ux', 'aws', 'azure', 'gcp']
